#Software	Original_ID_Pattern	Target_Class	Target_Superfamily	Notes
# ==============================================================================
# RepLibBuilder TE Mapping Rules
# ==============================================================================
# 1. SOFTWARE-SPECIFIC RULES (Highest Priority)
# ==============================================================================
# EDTA: DT* encoding -> Dfam canonical superfamilies
Repbase	(?i)^Mariner.*	DNA	TcMar-Mariner	Repbase_Mariner_to_TcMar_Mariner
Repbase	(?i)^Tc1.*	DNA	TcMar-Tc1	Repbase_Tc1_to_TcMar_Tc1
Repbase	(?i)^Tc2.*	DNA	TcMar-Tc2	Repbase_Tc2_to_TcMar_Tc2
Repbase	(?i)^Tigger.*	DNA	TcMar-Tigger	Repbase_Tigger_to_TcMar_Tigger
Repbase	(?i)^Stowaway.*	DNA	TcMar-Stowaway	Repbase_Stowaway_to_TcMar_Stowaway
Repbase	(?i)^Pogo.*	DNA	TcMar-Pogo	Repbase_Pogo_to_TcMar_Pogo
Repbase	(?i)^Fot1.*	DNA	TcMar-Fot1	Repbase_Fot1_to_TcMar_Fot1
Repbase	(?i)^EnSpm/CACTA.*	DNA	CMC	Repbase_EnSpm_CACTA_to_CMC_parent
Repbase	(?i)^EnSpm.*	DNA	CMC	Repbase_EnSpm_to_CMC_parent
Repbase	(?i)^CACTA.*	DNA	CMC	Repbase_CACTA_to_CMC_parent
# v5.3.4: MULE-* canonical children (Dfam: MULE-MuDR, MULE-NOF, MULE-F, MULE-Ricksha).
# Order matters - specific MULE-X children must precede the bare ^MULE.* parent
# catchall. Repbase's 'Mutator-*' naming convention maps to the MuDR lineage.
Repbase	(?i)^MULE-MuDR.*	DNA	MULE-MuDR	Repbase_MULE_MuDR_explicit_child
Repbase	(?i)^MULE-NOF.*	DNA	MULE-NOF	Repbase_MULE_NOF_child
Repbase	(?i)^MULE-F.*	DNA	MULE-F	Repbase_MULE_F_child
Repbase	(?i)^MULE-Ricksha.*	DNA	MULE-Ricksha	Repbase_MULE_Ricksha_child
Repbase	(?i)^Mutator.*	DNA	MULE	Repbase_Mutator_to_MULE_parent
Repbase	(?i)^MULE.*	DNA	MULE	Repbase_MULE_bare_to_parent
Repbase	(?i)^MuDR.*	DNA	MULE	Repbase_MuDR_to_MULE_parent
Repbase	(?i)^Harbinger.*	DNA	PIF-Harbinger	Repbase_Harbinger
Repbase	(?i)^piggyBac.*	DNA	PiggyBac	Repbase_piggyBac
# Helitron -> RC (canonical)
Repbase	(?i)^Helitron.*	RC	Helitron	Repbase_Helitron_to_RC
Repbase	(?i)^HELITRON.*	RC	Helitron	Repbase_HELITRON_upper_to_RC
Repbase	(?i)^Helentron.*	RC	Helentron	Repbase_Helentron
# Maverick / Polinton -> DNA/Maverick
Repbase	(?i)^Polinton.*	DNA	Maverick	Repbase_Polinton_to_Maverick
Repbase	(?i)^Maverick.*	DNA	Maverick	Repbase_Maverick
# Kolobok - canonical subfamilies preserved (no rollup)
Repbase	(?i)^Kolobok-Hydra.*	DNA	Kolobok-Hydra	Repbase_Kolobok_Hydra
Repbase	(?i)^Kolobok-E.*	DNA	Kolobok-E	Repbase_Kolobok_E
Repbase	(?i)^Kolobok-T2.*	DNA	Kolobok-T2	Repbase_Kolobok_T2
Repbase	(?i)^Kolobok.*	DNA	Kolobok	Repbase_Kolobok_generic
# Academ - canonical Academ-1/-2/-H preserved
Repbase	(?i)^Academ-1.*	DNA	Academ-1	Repbase_Academ_1
Repbase	(?i)^Academ-2.*	DNA	Academ-2	Repbase_Academ_2
Repbase	(?i)^Academ-H.*	DNA	Academ-H	Repbase_Academ_H
Repbase	(?i)^Academ.*	DNA	Unknown	Repbase_Academ_bare
# Crypton - canonical subfamilies preserved
Repbase	(?i)^Crypton-A.*	DNA	Crypton-A	Repbase_Crypton_A
Repbase	(?i)^Crypton-C.*	DNA	Crypton-C	Repbase_Crypton_C
Repbase	(?i)^Crypton-F.*	DNA	Crypton-F	Repbase_Crypton_F
Repbase	(?i)^Crypton-H.*	DNA	Crypton-H	Repbase_Crypton_H
Repbase	(?i)^Crypton-I.*	DNA	Crypton-I	Repbase_Crypton_I
Repbase	(?i)^Crypton-R.*	DNA	Crypton-R	Repbase_Crypton_R
Repbase	(?i)^Crypton-S.*	DNA	Crypton-S	Repbase_Crypton_S
Repbase	(?i)^Crypton-V.*	DNA	Crypton-V	Repbase_Crypton_V
Repbase	(?i)^Crypton-X.*	DNA	Crypton-X	Repbase_Crypton_X
Repbase	(?i)^Crypton.*	DNA	Crypton	Repbase_Crypton_generic
# Sola - canonical Sola-1/-2/-3 preserved
Repbase	(?i)^Sola-?1.*	DNA	Sola-1	Repbase_Sola_1
Repbase	(?i)^Sola-?2.*	DNA	Sola-2	Repbase_Sola_2
Repbase	(?i)^Sola-?3.*	DNA	Sola-3	Repbase_Sola_3
Repbase	(?i)^Sola.*	DNA	Unknown	Repbase_Sola_bare
# Transib -> canonical CMC-Transib
Repbase	(?i)^Transib.*	DNA	CMC-Transib	Repbase_Transib_to_CMC_Transib
# Merlin
Repbase	(?i)^Merlin.*	DNA	Merlin	Repbase_Merlin
